大陸,#genre#
凤凰卫视,http://live.dfj.sh:8443/s/AfSeWzcOg2r6meZk6tG98s73xlAiQVPzGqXWZJGAnxpGB3LTnkOZ01_lTwDY0XJQPZq2VH931yMDYS_zriamBOMtdEOFCMzEQkI1-AX1PxrRRwk7F173q6amoMWLXkLDtk3mmeDpcwXBbgH1EF0vwKoIiGC8Sot5NCm8igKkTCWaIAqWaLk4i06mVt9cH_iqHMtrT2Fwmkqw39P5p7xxybsniXk5kdVYQSgGBKVabPiuLRGg3j9IC-ditluHZ2AS6mmPV7t6UOwnCmkx3LQxnedy_hM4XPnovVispBB0eyTklKdI995lHR0eEq3iLOqJEwySww.m3u8
凤凰资讯,http://live.dfj.sh:8443/s/AR1_98HElV6gQ5neNN_htC04xeRbEt1Z9cV_yg3s-Z9PKSlY-WNhJ334ATs0Zu9JlvIPkEDV-KXKHfTJBBK_GP3d-ma-U-t_jCrdpfjtQuqJcEShv1Icn6EDCX51N2zfgzgyNXgcxjA_s8REP21v4NRMF4gGcBPy_Q2l8XnZudIJLUuorZrDmlS-ueC1-TF0psYrpmWg6767DAzEdWgIY5F4Ebl5r_GiKzwM7rJAdvsHl9Er_6uHDNiu5jR2RKtskciU4O_qBykiXNymmTFsA85DEXL7onlNcpCi0aM1UegO7L8.m3u8
凤凰香港,http://live.dfj.sh:8443/s/AVR4CBo9yNHccdp9cQE5b05jEqXlYLQp27rTRe8oIlXf_qv5gAsXptxgB65Z9IV5US5s66sprMRWTyB1l7Hd_oK02YQaT-eXQ4ozivGw6Xz3szDlQkxJw4TXAJ9FgCXn5FSCcKZVpWDWgSaWsBBBhJifBzP1uNXtnsYaHfhuaXGWoUKSOMLfUm9r0iZRoNosKI2zZgvO5O_iRpst_HnC5X4-dQOnYVCGO7CUzZZp0tBgun_D-L1BMOw3_DUQ_uBE1_SLyHEXsqv3ibPV6UKN8vCd_A4EjWqyiPSCX_BVo8Xb.m3u8
翡翠台,http://live.dfj.sh:8443/s/AVxEeXAKCfxqpNFSEzdcY8vUw77sdoiuYCGENbT3OqdNLzWP_xq_SF2rDzq_5AJHBKroGasJdhjMwVmjsboQfppn4_zy6BR_H3ed0Gubl8T3PhQI9IpWc62hr11tBjregVshKWwTqBpBXuino1noPyaMZeiFLjGCtAZO4m_aVomWsr7RVAaW9sjyv2yDCc0YEKjpwZEhz2Zk7cOmtEozGrpD80UNvZKKsG6gs7nucGpT7UlqCX-5bQK7bUSNrtCIn13Ain9U8zEiXAKSSyZWLAUw9XLKCHKNPju0rxHXsBItnVi9TXvuB5DMt2RUZO6WPnfy8Ibg6gw.m3u8
无线新闻,http://live.dfj.sh:8443/s/AaS1pRs7-PWTyGvROp4QlQi8-16YJeK308avPeqpnI2DLhDxK6JaIZkJBnO9J8996o_MsWFsydOo8lmJ5SseBVUBAqxEK_4BqqLT4-D_qCh7NuCH3ddHmfmWcUJzqxaKfFg-KZ7BnumebYaOzZjaOvcuSQvlDQzVq8n1MsB-DX0F1nAvW1uL7ARPH9GQflnfsgo0f0et3NHx6vX5xG9unK0EGuY6cB9uEqGyMYLdxAAB--wjr3XLYY5Wk2FGu32QVu-bfKWSbqMtLjI_GP-aXHEP3ROzUopfk-SGsLYcyjzroZvr5pOBDiGR_1GM9PHx5IVzc2qcPv8.m3u8
J2,http://live.dfj.sh:8443/s/AfCefYiSIlOvH5vZhJQa29uhJ03pMads2iiLZU7z757zCfSJ8o_T1XDPmP4s2XiSkpfNTHVUwCv_QoF14zEa22Bkf0ZwzQGvN458pqf242qfHPdOTpgGsXR8br__D5xE_oNBvT9hvGBE8YixP0JFNl-e_6G9nsbAnJzeMFuB6AzHVteokYxu_Y2KtCFmjXv53a0Qmo3gl7pXDRQJvFu7uuZC0KMajIPTaY42632nmL-cLDqoYaGxTUjVgjcJCQqOU45mAofaqzbJyRWfBBHV6pEa53uQl1a7z7y3RVVBKOujWrzggnLSxMHaJt26gCHaFcdO0RM.m3u8
明珠台,http://live.dfj.sh:8443/s/AT8Lhyo5TUVzI16ffUuI5SY2LglsXxqQx97jEjjUfK8uKLmAafpZ05rZOhOoG0C2lqZL8v9Gi72pP480p9NRWVYdUIKbURcPwxse_pDdXmQlg5K8UKkrVLtjNdAbyHpfTGZdg_sPuyn0JTxbl3QtwXNXJ_hlaRfGyFiHaqcqCx5VsMTDoV-hRgV4KtPQprdM3qbDvF3pQq019_hZZkDtfngp3hwpH5V3ywBbyALDBsw4pqsvO8Cu58JIQViKt0VAFfx6GxdBlALkMUQwcC2vVeLog-TO9NKRh6ht5Z3K4vfm7mpSxYtWS1ngLPgzBixGR1Hm_GKnocXv.m3u8
VIU TV,http://live.dfj.sh:8443/s/AbP2eWHcM-2sDuFxlx8Pok6u-jYgXoIG_iZDicGhn-Vlg35MTDeJy_7HxcjXCupWMSHrGLz7rS_5gbuCmLKpBFRTgvluBKeBCWFybVKGYfyOGpj-Ea13zvEOnIzKZHlYQPO_3s3UmpEQPPu0Rs6w8O68Rr69v7A3Z29RkrVsNUADrNbwHbLkegqk1EBwOSGtne0SPwGV6V_-e7xtA_Sx5EIr_OH6dcZV8dFkXpNwQAZaNQTW_U18Kd6tvomU40ek5iexZmVv78eTyO1cuYIqhGu622CRfshBdY5QlBeoC8jzP8QV-5adE2GCR05OJkIU9KZTRQ.m3u8
VIU Six.4K,http://live.dfj.sh:8443/s/AYzx0uwhFdne3kbZeY6ourJyvaa6PN0Lt9pgLULvxja1nIxhZkmFMjw7s9Zbt7RgHA2w_fCouwSziTLAUR08Wl1Uk2UBsw9idPC5RWZeGV38IBRDjR0eCVhPAlixGI7cNoS78xrVPgye95AyHPxaQvPT95snwRIvs1W5D_RGr3IhOovTAj484N-tcbzlWszzb1gJHVz6p-4y9YvVu47QcWFUit70EuFOfxIRnrdvHsYUjTwJ6QGSxvjTYjBLDiSYmZVvnpmWhMSAzUSyb56q-bJqXTx2qUH8erI6ewb8pODJAQbJ0a7nf5ThqI47fGRhflq-cqs.m3u8
香港国际财经台.4k,http://live.dfj.sh:8443/s/AXkkuItBw60CCpCOFI7RcXaJACdq1UfujvuBlE2_Zj4xXJbSI15lW0SkrQVb1m6yxL9Cb6pDDXPhhq8DYOZ6lOZMzExvm4TRAJ2CATcbqakuqu5ZI3w3ND_s_1yQqb1o9BiGYxcSBORR796DbnQfl3kVB4mQEdEa42bJ9_avJxhCoO52ldpjADQqSiXimafWBhAu1ESyWpzDro4fLoPy9CW7xuusZfPOIodb6-maixn-UiApXURxlXIwJxyLF-07teXOT46rKyuuUbU1RZk2THi89qFw3DSML14BGCzJUHyS5yZ5v7UbyiJSEMJCJ5h03e2noPGBUaocdH8.m3u8
HOY TV.4k,http://live.dfj.sh:8443/s/ARq_-4thyqvEI1q8F7EHwr0X6UuZAfK4fXoICpE6cbNDofeKCkodEZpYbACkmGdAgZ_VW17ooDpUdiUgZaiSI8OUoY7JAliy2MXefZg_hE8pvule_Ftux77ilRvMRHKDlNsJzB36qW6ZEactS6IxBntgkU9snNEtqYB3M0K-BAfrZOTgmGDnQ1q95b0MOBkX9FZJTuNGIJhY6KnPthRBlhxX6otYtS5QVOuDa0YU251NmC4idFy0A2R1YRj4I9DWXvx8-HPzprYffD8KBVn1ITiOrOmoeKAwNA5GClUOIbwZtAd_79ZDGTYC_d-zrP0l1mi7B6CzWPRyWDs.m3u8
HOY 资讯台.4k,http://live.dfj.sh:8443/s/Af8U9SqTRccZ0UYiYbn7fhNwRrRBYwtWmUOmOPFdwAa99OCbnhyj-TtK9qMIDMlCeQqVjoeLWnbboG4q0JLcMrQVjL0AkPuLq2IIZ30mjLBNgGiRCkCki3fC2rZ1g-r6WS0Ad4Gzipj3aEgqO0GWH9B1q9Yy4HOBvqfk1cRqqNxO9OJ845WruPHeU8yxa4ND2ugkX6UWsdKfaBzrYQkN4vsp1YG-8ZNh5qXNreZtmW4zvIelsiDk8eUdxkTrwoEKDNDCKNsJKauN0GOr47YK7uNG8yIUnydwCWQbAPMGsz3_mhR-skk4PCL24lXbvtnPUdYTNcor0MsUuZ2Bda7PYPQx0eat86g.m3u8
TVB 粤语台,http://live.dfj.sh:8443/s/AZi1jn6wYIQrnETBHQEW4Gtjyo5Wm066XiAcc-yrMtnyBhluLQDjj2oEJURw-APDCEJY80R1AxZbMlA8-LokrIp6wlcHcV4zWR7a5PpelkDaL4b9hXOzOPSgheZW2IYQRsk9YkA1d51kulwD_0FEV131TNBFG0J49aGPlrPpnzH_rCyWkFboAF3AgABBAG-oBhh0HA0DVxjIr9L3XX0spkv-4wQ7JSA8aJ26dAhmxrASvf3xglzGv66Fuq0cBSl6hGuyuKMPyrwhX7kfLr6cilkfyFy3mco7Oqwk8OZgnmZJt8OSjZRuVNbMrPPNBq85KEitbx6lsQ.m3u8
TVB 亚洲剧,http://live.dfj.sh:8443/s/AbQUBUQwPLDQTnizvXQ6zqz0DMm-fMbDxlhJcVV8T2aMqTwPc5UJxI57ga4d0rwI7Y8uvvRzvcEp-IoBHWHFpAyNZOAT-RO7tq72p1kYiVRU4LK7LT4D2A_k_BzS0yZHgJibK1BuEW2wv5IWS1ZuRILcKxr0R1qcGZro7TWP7bB-EwUajP6lTk2wmHcqkEU86lgVqvkmC9m-62Em_RP_Ss2h4SXVD6E3sKJGdGjd61gVVkjWIQJmbFOiiHXJKqlUJMM_LEJqfDBCKbKLIyxqoOKEOWbx9ffhw9GFxRIXChW6asP4Hu1GGv1UGJMHITiyoZEeUBkqVT4.m3u8
TVB 戏曲台,http://live.dfj.sh:8443/s/AXVOJDBV3A9LXf4-Ocd7mUtIvo_rr9OetRcTjkbEj0ldk8HohIDZxfuVwDNIBeEr4I3F93ubi2oPKjmW61PKcrEy9pedwsAiXHLJC89I4dTBQKdAb3vRWO0FRy4nIGdcTnx6HUigRqHhMGgt3mShsCSyUUDC8A0tN-xt7qPse894SUyROoQw20g88o_FOYj_wmhDpM3xRs4QGof3rcsQ-2j2hY8r5DvS_tBMK5GB5_ZGeEYyWpTa2-fJVP0CdZLozHwxp1Lv7NEJPezbtnqvWyhqT-a5PWVDoSztKnGb1yIlgHsc5yokKYYyy1M-BlxjeD-54gKI294.m3u8
TVB 华语剧,http://live.dfj.sh:8443/s/AQASs7bBA5Z6RE1XSyToCBj5JiMT_czKWGEszLW1rJDiGib7QUKTXIkpRQGnSQ-pnYV_zobUejaEZ2uYuBRNrj68IxzdpvMMVbEZCVd-mJdPchx3-ZH6JjEf7WEyq-TPbz7-G5hAh6bjtIgUamg2_jO3MH1_2ChrL-2i1J9nuq2nlkpESDjTuU2Vw-jXHdnfDKUAEWUvQsNoWTp9rrTAa6C2nT-bMKr9g3phKRCBUK6wfe8-o3ZJDRMfBki3xt5GM7iMkDwDm_fnvvBfU2xVKKQmOxWWVGqaLLkyrrSQiRItZwDpN9ZvtT4IiznG0yMSPNWSjn4DxjHae_s.m3u8
TVB黄金华语剧,http://live.dfj.sh:8443/s/AURWl5Py2AW8gS5VH5UjCyU6ZLwKRa-UXmt9CbD6qqAA9r0q4Z1ycg8X5a2cC3-9-h_Olkj2Re9Q02fJXfwJHI26dG0nyXCJB9A7fJH_xPnPB_ZVhg8IjwbZnXWGEQYpvuInATNMdg_ystl740jOabYG8k15PKQOnbLsW7FI5E8sd0L8Uqb6b-fW1-RD5hApUfeJIjfVNPRIHvytn0b-BEMzEffZD6BMH1v4Mh78Ocmy19xPchZHX5JuIeivoZ6t5rs2VzIaSt6d4xKwTtwWDJXoVw1DCCE9i-7onrTMSAlZ5sTGeejXmzQiOp_XIpgZXGXA3PbfwYvnf6x_MzgA.m3u8
TVB 儿童台,http://live.dfj.sh:8443/s/AQqvUmAjJoLm-CLN2t6sgZFwRuJzBgIKaVlWPTJ5ODe9k0Yd_tbnlZPDDv1HygkOFL1QbtXS4qm_jSyAHcdr7goBQX8Bb4bL-znvoUkF4y7IW5dpAD_T_iqOBbn8sYJcUKsvEwNwZMKbldircIY5mBWcChQyBrCPqYrCGmuJylQdMCiV8aGO98OdYR7WFuUosVrdeiF1HOeYOupdCPWpRkBt28C0XNW0sNMekyYUUrS0ubMzlCxNGh5wF3R7tHdCwUNcLZK2FfRYKZ5b9BlcBHAh_OQjk9KMZvhzWYN9HX_h4r6EkkXf2MxG9-J2jLEfiSEn6So.m3u8
TVB-E,http://live.dfj.sh:8443/s/AckJR0oBaXEtp3h-2nkBGNq6jsvsJL8W3pWQvj3FdQCPZ5Id0SkKj4h23JN1g8XplfEJItIY4u0MFbTyGxCGOg9Us_BdY6u2ogo9wIIIee5qJy6i4bw1FE_mht31ptvTmDCLMmfgY7peTVw-jDvgPV7_mpehey6MnQf5s1d5YtpT2K5knUlaFkzkWnedabLSlXExIU6oScorhmgLvU9JI_RCEsBj-Q7KLjIa6AGgskThDoipj4cJXkQdG4hD18mIBOo5WCzz_wHpByf8nIqLNz83GpCZPrHi8373F_XrSs_JgT20cdWW.m3u8
TVB 功夫台,http://live.dfj.sh:8443/s/AQ-7n7evy5GPkUAK8Ci9FwPTwtCorvXYKZ5gQb8-yYazuO0nUp8c-Xs45dZB-1gssHBbKBeU3Qff8DMBpqucLcuuDl7gjdI9yaeeJN0XCXjw2Rvl4TDiC-hVEXVyieGAHOClRhKRKpMQAf5PJGe2yV678yjLI6luYGrm8ZzTkwgfG3pOlA8Mwa_U60UDH-Y8kIn7kej5_LhJYBffox34VaidQNfNDIBmd1uaVO1ksPiwnZ5ECE21ObBb45AzV103azzAAO8zNPDo1YuvslypQSeTg3nz1Yx6oP4gToac867R-cCbvPigsbo1Y4c.m3u8
TVB 千禧经典台,http://live.dfj.sh:8443/s/ASBwtGFd83qe6q6BfU16m-1XT80i8I6QXIYtu61P-1f7fqs9-JcD-3NfPcxxu10_IVnCIW5XfA3ejWvW0nUcIfbwMzly9uy2zx6T_BzJz7EWZ2JCfMHnUxe5Yl9X7BNgV79dOnwEwQLX6wu3uVr1Aqrcz3ihA4S9bMAEaamVxUFeqlYv7XngKsewESSgpcLomw0CZVWGDVPQcDVvu_WVOthuu5zFOIUu0fGAvPyeSyc1kfgNLxgwfJfZGZE4cvg2bH-T9J2V85klypgZ6gyBy3szyLci2O1-a2UlHmwBLX3Zh5tOXt-IXwuaKlTRGoqy.m3u8
有线18台,http://live.dfj.sh:8443/s/AR5J6IkL5_z0_sxFa_7giYBCltYXDiZz223MkFPSoQN0O7OKp7Jvnb1b5SnZ8YksMr85VBe_eFceKEbxvdukF66PvNe7l6zA7rbvIbFLKWHeGdAC33Rq5blO9wL7Ga_x_vKYjOspcmyBooqmBo2f3a_FNlmSwPMKtWNh8TgzVZ50srvuqyUFDBvj-0Esxq6QeHPuPLsWk1nlV5Gk1nytAwsAYb8ru-czJ11XtJdbjEX57FX3WEUYTm1YgnSn_PCCzkrnZ8w_NufI5b1Rt91G9Bfj3n-IhgOjwwsPDPk9HMnsiMKExd727cH4q72lvkqz.m3u8
高清有线18台,http://live.dfj.sh:8443/s/AWS8Y0iPTfpAQU44VlxuUHV6ooScw1XdjHGs9CsMJzuZoJ67CzFTXmUkTW0bHbJrY8_o3omhJl1LZP65bADj3NjFwSNKbDyrunjKqOj37RkfxpHuDprhxHO01ly13Th8ZxC92267vTRTIXzyalkNYVJmxR8Y4e0DasDLfi_d4p08mjiGZiAtuO-pAHsNP0g_Gs9iry54hyFxIqEqK31yNW4MAIfXGBIgAItegg268lw30zeIx4VFa45_9_Wdjmr0lHNTE72NsRxCh1KCWsRFXELult5ed20GkV-AQMWyzvtBIB9xRBPEdCCEvY29lCkaPgmkcPCMd80.m3u8
Now新闻台,http://live.dfj.sh:8443/s/AQQgjd9ad971egaBJX9kVmDQtLSb9BmB2zH0p3Co_B6O2ki27SMbrSOdsKrMiogqT6uUtKlMlTFWrMR-KHLA4O-qO17c1Wo-N-4bFQxy8KAP-mWrdXrlgXR7DikDcGjM0a3FZQpDuLgYgH1dzJ9ZZ8OpziIc87y8SKIinmwgj74crV81aYxuFuxlnl4fludtKyjv6uf8WGtHK__FidRdz_1B3ZgWVNjUB1yDW0CbosQ-fCOzFSe_xTlYGd78e7CN93CcdFUioLWeeDyaLTAjMtcylhFCctBZcuH6gJRe5JzXDls.m3u8
Now直播台,http://live.dfj.sh:8443/s/AfcawnHUSLf-W4KRDyQc93Lfz4DePFRYh7JumTt0b4gl0TqKMXdc5XGzoMmTBFdjPKx--ovspkpCYyS8ufJyRckRLNlF_hgGtn1zgPPbSBha-ALFZPq8NufnPZrTDfNb6w9iKPg4PFQ6Ga-ueIv78g57ojYmlMFrF97FM3UhYPHigYMtNHlH6-X1ak9d6pesgmDcEXiu_MktT9a8hpWg-jlRYuA4EXJqFAO17NfO0rTwFsGPicEt3HbBuj3uy1zlPeZ4aZZY6KZiCIccXVrrj0NplsbeD6689RJ-RhL_tAaYFYpgPdbMce3o0mi1eVxGHsxFKqtDCw.m3u8
Now财经频道,http://live.dfj.sh:8443/s/AVa1R3mWSI21Yjsx4Q1AVTF-n1uaFRwRk8i-eA5XUAuJvrknC4kerKOeDjJPLPbLWSsm4cgzNb5T421_CZj-fTDH7ENZLM3-mDENtEzKJoquggExwW5QYVX98faWj-mm6hBZ8Ke2DswkjANjcx6OhV_zANoJhSrArEhyEL0m9q1M-v8xvzUO7kw3J7eM67AmVPYNRxlpAX94Ol3ip_TRP9Y1_rxNPt_vMRlzqxy6FxTYuiZibH7pP4X9UVEU48ycwIIUw7vxjM88GPEwkpUMijpEDLwlVZgDQOxBBZ7aHL8Z7LBurYuQhAU32f71Es2AuQ.m3u8
Now爆谷台,http://live.dfj.sh:8443/s/AUrSB8V6J9nhZ09cbK9vdjKVjggGKeD-CsUUxSpixdX7PvGVQ5FAMiPV1isjB_GHUKrDHGlihHrRRGvoSekAu4OmLFHmbGYrnTO_LHQIXkXhp35vSJGrjCABiX-F2uGfDSMSaDRPpB5HaxSqyQVHvZcSscPhJ63Or238sfGrQ5qYDgq6jjopbHDZ42aloselInzKdSAytxtRYSw_tNE3A4-lHXhQLXrnZo80pzJNVNjp6JMVcHBcPf2cKBYXiajO8lJ8cBojPJxaedoaUPw7qWvCc0L9ehT6KW0ugqUkOJ2YdTw_wmPW8YKvyWk.m3u8
Now爆谷星影,http://live.dfj.sh:8443/s/AQLW_FfrG9T2OyreStpYaAqjrP3EJhVcYOSSpQ88RTn_vWwWoQi-0X7Qr6hTE-HtKRglxaSTOA_XzujFYA5XOH5jJ5Zx7V0j8u_5yJGWQ6vQUMSXjJzgGpZVEVF-qeY3bTOUAVlJxKx2L1cnwBRMysCj9Vmm1mhiDK7fUUtlKIDALAUfBsbHd_Zh6i7hQ62Dl1Jgiq2n6_AY-VOX0CJEiy8Lvtq189KzZajE8mKcLNeRJU3hTQ4m7VjzyJhxLruRCyVKJcIPLJsFsKUTRaletQe5_zGSF5DrbOT0geTFz9hknbLW.m3u8
 Now Sports 英超1台 CH621(HK),http://live.dfj.sh:8443/s/AfUpIty9TeLZaSQLGPgL5ouz3cMaL0hV1Cu-OIVJhrKNT7MOSVUf61d6WDJZP-PSVK2336Jbjg0jcfq6EloSOd-irLO4N6XMsPJ6s2mXnirXRGLmcQOcJGQDx3IkWj_y5PWh4D9CMPl-VQ9NWbSSJgPSyyQrMVCgYb6Lc2YGeG9oIf4_tRVXwreKobBbptXGl_ggrbK5tDHroXECZFqlA1S2TkZ3WBHXZSt9Q4oKcUXPlSX5TIZm5dvLkRnRYp3bXO7soSV7eyyUngD6k3jEr2EZUWXA9jqGW4yQ_g_MAytaGP2XOhVrRO0gSkAExKcRlQ.m3u8
Now Sports 英超2台 CH622(HK),http://live.dfj.sh:8443/s/ARLWmIlcszvW05RdsujiPXS0edsYmH3qtN8Ok-05wNktsXa9L8qLtzRiOlL8GtiRy5L-1E66ZbclLVgQHT0cDIdqubu6WhIoQnEh2RwmMFJ9psKouYHB2zXVkgmy6EO_6ysawa2lADynRMlTgFOGrPaxKsPkBJWbmd81tO9zI48eMNk4cx470jRbxG6xkVmB9KtcsNrs_ofMdl8TiuZGxkM7SVFQD0tiz2Me9rwDXfMiTbXXLQ3qMJOdpwZ9USaR-b84MOkfVafm_v08WdADxakf0KXIElgsso-duy5Qa3rK1F-Vo5F0BEu_HAAKXqNDPQ.m3u8
Now Sports 英超3台 CH623(HK),http://live.dfj.sh:8443/s/AURUgdlO4i2JmgSY3f43aQNc-aNPEY24JE3n7bFPwPeRSu9uW7FFlobVYkIhJZ22GH_7zxCN81hO75KPTIQ1YPgJduDf1C3E40-HHWQhl63bI9zszbPpU5tQDYNFEyf0JlxmpsCUVNnc-VN76PE41JM_vyY2lIs8K4A6u6cQ0CplE76ka4z24ByBN1S7dqm4n-_NhAGk9w89x-C3cecWSRF2u5z93UAdifhJEqNPkZGNK5EFfqtaje9B_oVl08NqJaqd7nDsb4QjS9A-5iEy-r5GVkSl8vptE1QhIaYfRXeYvg9hPxmABRa_VcXEWMZDdA.m3u8
Now Sports 英超4台 CH624(HK),http://live.dfj.sh:8443/s/AdFu7wdkzGeZMkHyTvxVcZF3HyQpo8UH87zbwxmrh_4_vaPx85Spx6sVt5KUyqtMBcFgDWfrh5X1FVNhPUPVy-Qu8V3Zmr2p3avbfLYvJiShn7wCtEpbVKfpy8H6hH_cfcKIM7QZu8uV7nwz0dUik-G8D992RQWwzD8CtbfDoJajIsYAN6deMxxHaP8wCLaCsEcIPYc5D-LpfKTFt-N0Lp4TWsDqbSxL2ggGM-haThV8j0D4vZLOtqUrawSGWsm0qMFmKp_Kr0xMJuJmSuS4T1QNSSnwLJ58nvfDPE2-YPWfrjW5opNsTL6HyOr7tqTGIg.m3u8
Now Sports 英超5台 CH625(HK),http://live.dfj.sh:8443/s/AeM7hfyn4K1esmnEJG0JdjvBB2sF-JhmYrMMNymC3qfxJsjX5wp4RR6xIGD7_apmqFV9gcsbGf-6JBgMPk11ss3MhINq2ASFzpNTK_aMlThC9o8YjN0ohbsJ2fjTkWrUln9CzmPtfRYXNEeXytHvaA3bY1Z8F2OPPEQbKWUvJlHG3fT462yOmX0jVmBHOmVxQP1KEJlsZL_aC9YB77LM617zJBVgqF-o434H-3fFnrssZ1W4FL-YtoFBEQsrYyxnW08pAm4BnDg7t2OSYzxVbumQrtwbsbGkmn-ppy3UICdrUZ7DAcYzlCHujqB7oxk8og.m3u8
Now Sports 617,http://live.dfj.sh:8443/s/AYer1bV2LhprQ7oMMnTzthTcPgurQI-kt72y-JEDN-St29hxsAV8GR_vExuYYpcX2lKPn8qp8dwxPNNCSHl3Aygy2v7L79uiRX8m9U4IitPK8_oENoEbeNqJZFR9aG_hXAGhX9GBuLOpnFSpAlcFc4_fzU3Fhl8by42zzR8xTqdeghIwUwXkIsB_On2cKKCZiVmjunAyRTOi_0gqPfsFMGuxg_iagfCgn_VY-opnMF79G-pdJmUnzLHA8hMJJSAlnM20QhC5U9bbT0ntMncVLUvn8sEjV2w6NuYS8LdQdZYiyLtIsRIP_KFDgu9FTwJdXw.m3u8
NOW CH618,http://live.dfj.sh:8443/s/ATVuOe3jLilzOlJfBRJEs3ihxxHuFmTm7jEvpEotB-NVI5TxmGigB9fLlHnXokAfgswtq1gmUyBebL4rdieoUIo-4a_XTJ_vbmxJtxivnNIED1c94PgpV_r3ubx5RulH-NBQ9qSx7w6z4xlZ4ozfHisp0Wvffa58F439p601RyM-skwDUnzC3QynSRpEXL6vkFWIK6ar9P7YS8SpbsIjDLxcDMGJd803yH046c4d7wHlVflLs-nN4j2JJjkBczp9Ll1RCe_sgGF1Cb5JMXtiNcB1ums0ZpExMIhNjLc53I6XV6dBaWrNCGKz-tYD.m3u8#http://live.dfj.sh:8443/s/ATk9ltc6CvqFKPAsmLAMbXIv73nUWdmBoAmMQhJL0RFopKsGoLIgxwV4Oa-Xx5CrnFhrjs4tEve336jVwxcJjGejRPlt6q-5gmdFn_6QWQ_ehBA0907xxiJ1CgSHHQr2Dd_TcDuT8VF3DW-5j2UNlVxuflet9y9mMbM0Rl5eSUWhmd-x_eGGzG-lwiyTsHGDufxuP7rEUqon91DCsTB0SvqZNazvcFBa11_hznEh31lkvUn66h4AgF772DqENPjWOMQJd8vjRSZzccSz1l14E2E39rCSHs2NP9hzZBBorRiwP4s8xezwYPn3-5xMWa8.m3u8
NowSports618,http://live.dfj.sh:8443/s/AVFJwqSNRTf5gfH67KqCdNmJn0ueEPrRMOYwn5lnHmcpl299gJ59mAUMYTZVAo2aepyd0eWuLpF27kthvDlxACj-Gze4y5_QRz0-F5_1xvW8esEDy_QYWsr9s1G882e8M5DHGbVdqEQl2XcansoLezwuMaCa6CZ8unX-5gxyUt7QlYX1RgrIkKwF6ol0XVj5qxpHR-iTBR_q1aNaEAu1zLari1ExlZuueFVI9-qG0zckTrxfaqUyciktRaPQfMZ3Utwf0NcozpNedeEAg1-sGECkMvHEZfFHel8wM324SUE1jHLbpqDd_sCXFZYmiEc.m3u8
NOW CH619,http://live.dfj.sh:8443/s/AfTAaoaludACytqmQxctqD38xNLklIxyLVIgwp_1tQs3p6xRJk2FlFFsrBJJdBDdvzvCUBv3Lq_cRQ-N6Vd3Y8WugUm2zwfEE-8lbAA8dgzb_KMH3NyBusozS2chd7cjtFO5H1daolSsV7UtMDV44uqph3dL6QNWJBNjKF_z85P9uMWLaabQJpGKMsP84XZE7xC9j_O7BZsDyWAKEUW7w16u7cDC_rxVeke1FMcSPlHoIUMq9Vxu2ZzCfgIFwPWRdFgCBO41pHiMLEEbKzgz8HXkApyfrlwXDPUqNS8rX_Hf8cqA6JuoT8J9jWjtwkoZaA.m3u8
NowSports641,http://live.dfj.sh:8443/s/AdOKqfDLd1Sf0HVC-r21b81tqQ9Dt_ux3rT0TTEmnxw1ISD9GuhiR-IukYMZ71KzxdFsyJKs9SAtvRXM5WVa68knktctL6E4K_SifC9HtnZH7J-1QfISLAQXwkWFiQkhUEFVuZAmQ4MoTwZbb3uob8vJcCORgEWYjEpjoyrfObnoaKsLx01XVYBs31_olbCCCjZ4n1vKq4SqlVYxPU2rii_jkDXFHEiJd716418z6VafPw2G_3n50ZXOYQX3_vKY9ZKtV2yWyN6GMGyco0D6h2nnonM3JHMth9D62xgsW7zS8pUg_bU3yvTY0LW_upw.m3u8
Now Sports 647,http://live.dfj.sh:8443/s/ARXjHwm49UZQzYg1RaPhUr4HhkdzDJa79mgqlBHQsYXpahs4-oShEXm48TeJ5IxoGJkL6GbSk6gGcACKTmU3Xxtu8AABxHiHw2obg2cr2OszYhW-6xyngDc-55bFGICNb7RrItDF5QCNUWsYQQqYDI-bNRvnARnVv3SAR1nt9cws2YG-pBFxDXMFMJdoyRJQ2KqW9QbJetV8g3SFmm7NYwzMoCyChEh5XRTW_btSx1FYG2lHAL9dFeC9d_H3sthCMw91oWF4gHERWto3iE22uepeeIJEt1J05a81v_iOAu5OuCel1SIhcnxdIYmnIa4.m3u8
Now Viu剧集台 CH102(HK),http://live.dfj.sh:8443/s/AViFvT4Wo8JBu1EL1PHzqYHYhhtQKvxOzVJ6lSY5_kyvyG2EEAsBaYlB7Xwh4-tPVLbomuUBclCrDkdZGV2fgOORZlSwPmgwwlgGDDwRBKGgjPX7EMawS2N_DQEuSvBmoP3wqiSF9TqLdhjdJe-E4tRdIEJo6BZhIumXeOuRVZ9rBCYRtCD50w0sffdbYwd8rlUdbU_jg5zJ6nPjB0iReP1glEaFGv9ec9iKXHBlWOnthZ-SoPm9cM0CF4C4RibebkusVNvohIgWpht5qxRrvFDrmkchSjfzg4K8U82R0rzpWhsQqIaEWL9Lg0Lajl8ZiQ.m3u8
